series_id,year,period,value,footnote_codes,category,value_lag12,cpi_yoy_change,month
CUURS35DSA0      ,2025,M07,310.071,,All Items,295.029,5.1,7
CUURS35DSA0      ,2025,M09,309.669,,All Items,292.258,5.96,9
CUURS35DSA0      ,2025,M11,308.706,,All Items,296.477,4.12,11
CUURS35DSA0      ,2025,M13,307.516,,All Items,299.03,2.84,13
CUURS35EAA0      ,2023,M02,908.487,,All Items,,,2
CUURS35EAA0      ,2023,M04,915.265,,All Items,,,4
CUURS35EAA0      ,2023,M06,916.735,,All Items,,,6
CUURS35EAA0      ,2023,M08,921.138,,All Items,,,8
CUURS35EAA0      ,2023,M10,919.06,,All Items,,,10
CUURS35EAA0      ,2023,M12,916.355,,All Items,,,12
CUURS35EAA0      ,2023,M13,915.248,,All Items,,,13
CUURS35EAA0      ,2024,M02,932.164,,All Items,,,2
CUURS35EAA0      ,2024,M04,941.919,,All Items,,,4
CUURS35EAA0      ,2024,M06,944.542,,All Items,,,6
CUURS35EAA0      ,2024,M08,949.215,,All Items,,,8
CUURS35EAA0      ,2024,M10,950.71,,All Items,,,10
CUURS35EAA0      ,2024,M12,947.383,,All Items,908.487,4.28,12
CUURS35EAA0      ,2024,M13,941.469,,All Items,915.265,2.86,13
CUURS35EAA0      ,2025,M02,961.702,,All Items,916.735,4.91,2
CUURS35EAA0      ,2025,M04,970.591,,All Items,921.138,5.37,4
CUURS35EAA0      ,2025,M06,973.27,,All Items,919.06,5.9,6
CUURS35EAA0      ,2025,M08,975.919,,All Items,916.355,6.5,8
CUURS35EAA0      ,2025,M12,979.651,,All Items,932.164,5.09,12
CUURS35EAA0      ,2025,M13,970.627,,All Items,941.919,3.05,13
CUURS35ESA0      ,2023,M02,303.749,,All Items,,,2
CUURS35ESA0      ,2023,M04,306.015,,All Items,,,4
CUURS35ESA0      ,2023,M06,306.506,,All Items,,,6
CUURS35ESA0      ,2023,M08,307.978,,All Items,,,8
CUURS35ESA0      ,2023,M10,307.284,,All Items,,,10
CUURS35ESA0      ,2023,M12,306.379,,All Items,,,12
CUURS35ESA0      ,2023,M13,306.009,,All Items,,,13
CUURS35ESA0      ,2024,M02,311.665,,All Items,,,2
CUURS35ESA0      ,2024,M04,314.927,,All Items,,,4
CUURS35ESA0      ,2024,M06,315.803,,All Items,,,6
CUURS35ESA0      ,2024,M08,317.366,,All Items,,,8
CUURS35ESA0      ,2024,M10,317.866,,All Items,,,10
CUURS35ESA0      ,2024,M12,316.753,,All Items,303.749,4.28,12
CUURS35ESA0      ,2024,M13,314.776,,All Items,306.015,2.86,13
CUURS35ESA0      ,2025,M02,321.541,,All Items,306.506,4.91,2
CUURS35ESA0      ,2025,M04,324.513,,All Items,307.978,5.37,4
CUURS35ESA0      ,2025,M06,325.409,,All Items,307.284,5.9,6
CUURS35ESA0      ,2025,M08,326.294,,All Items,306.379,6.5,8
CUURS35ESA0      ,2025,M12,327.542,,All Items,311.665,5.09,12
CUURS35ESA0      ,2025,M13,324.525,,All Items,314.927,3.05,13
CUURS37AAA0      ,2023,M01,881.85,,All Items,,,1
CUURS37AAA0      ,2023,M03,893.596,,All Items,,,3
CUURS37AAA0      ,2023,M05,900.72,,All Items,,,5
CUURS37AAA0      ,2023,M07,903.46,,All Items,,,7
CUURS37AAA0      ,2023,M09,912.854,,All Items,,,9
CUURS37AAA0      ,2023,M11,920.977,,All Items,,,11
CUURS37AAA0      ,2023,M13,903.36,,All Items,,,13
CUURS37AAA0      ,2024,M01,928.916,,All Items,,,1
CUURS37AAA0      ,2024,M03,937.066,,All Items,,,3
CUURS37AAA0      ,2024,M05,946.0,,All Items,,,5
CUURS37AAA0      ,2024,M07,940.351,,All Items,,,7
CUURS37AAA0      ,2024,M09,936.856,,All Items,,,9
CUURS37AAA0      ,2024,M11,938.248,,All Items,881.85,6.4,11
CUURS37AAA0      ,2024,M13,938.964,,All Items,893.596,5.08,13
CUURS37AAA0      ,2025,M01,954.636,,All Items,900.72,5.99,1
CUURS37AAA0      ,2025,M03,950.547,,All Items,903.46,5.21,3
CUURS37AAA0      ,2025,M05,951.608,,All Items,912.854,4.25,5
CUURS37AAA0      ,2025,M07,948.652,,All Items,920.977,3.0,7
CUURS37AAA0      ,2025,M09,954.325,,All Items,903.36,5.64,9
CUURS37AAA0      ,2025,M11,948.904,,All Items,928.916,2.15,11
CUURS37AAA0      ,2025,M13,951.34,,All Items,937.066,1.52,13
CUURS37ASA0      ,2023,M01,281.117,,All Items,,,1
CUURS37ASA0      ,2023,M03,284.862,,All Items,,,3
CUURS37ASA0      ,2023,M05,287.133,,All Items,,,5
CUURS37ASA0      ,2023,M07,288.006,,All Items,,,7
CUURS37ASA0      ,2023,M09,291.001,,All Items,,,9
CUURS37ASA0      ,2023,M11,293.591,,All Items,,,11
CUURS37ASA0      ,2023,M13,287.974,,All Items,,,13
CUURS37ASA0      ,2024,M01,296.121,,All Items,,,1
CUURS37ASA0      ,2024,M03,298.719,,All Items,,,3
CUURS37ASA0      ,2024,M05,301.567,,All Items,,,5
CUURS37ASA0      ,2024,M07,299.767,,All Items,,,7
CUURS37ASA0      ,2024,M09,298.653,,All Items,,,9
CUURS37ASA0      ,2024,M11,299.096,,All Items,281.117,6.4,11
CUURS37ASA0      ,2024,M13,299.324,,All Items,284.862,5.08,13
CUURS37ASA0      ,2025,M01,304.32,,All Items,287.133,5.99,1
CUURS37ASA0      ,2025,M03,303.017,,All Items,288.006,5.21,3
CUURS37ASA0      ,2025,M05,303.355,,All Items,291.001,4.25,5
CUURS37ASA0      ,2025,M07,302.413,,All Items,293.591,3.0,7
CUURS37ASA0      ,2025,M09,304.221,,All Items,287.974,5.64,9
CUURS37ASA0      ,2025,M11,302.493,,All Items,296.121,2.15,11
CUURS37ASA0      ,2025,M13,303.27,,All Items,298.719,1.52,13
CUURS37BAA0      ,2023,M02,845.258,,All Items,,,2
CUURS37BAA0      ,2023,M04,856.372,,All Items,,,4
CUURS37BAA0      ,2023,M06,860.787,,All Items,,,6
CUURS37BAA0      ,2023,M08,869.688,,All Items,,,8
CUURS37BAA0      ,2023,M10,867.043,,All Items,,,10
CUURS37BAA0      ,2023,M12,866.415,,All Items,,,12
CUURS37BAA0      ,2023,M13,858.31,,All Items,,,13
CUURS37BAA0      ,2024,M02,874.88,,All Items,,,2
CUURS37BAA0      ,2024,M04,881.492,,All Items,,,4
CUURS37BAA0      ,2024,M06,879.138,,All Items,,,6
CUURS37BAA0      ,2024,M08,884.09,,All Items,,,8
CUURS37BAA0      ,2024,M10,885.604,,All Items,,,10
CUURS37BAA0      ,2024,M12,875.454,,All Items,845.258,3.57,12
CUURS37BAA0      ,2024,M13,879.462,,All Items,856.372,2.7,13
CUURS37BAA0      ,2025,M02,884.011,,All Items,860.787,2.7,2
CUURS37BAA0      ,2025,M04,891.869,,All Items,869.688,2.55,4
CUURS37BAA0      ,2025,M06,895.068,,All Items,867.043,3.23,6
CUURS37BAA0      ,2025,M08,894.12,,All Items,866.415,3.2,8
CUURS37BAA0      ,2025,M12,889.892,,All Items,874.88,1.72,12
CUURS37BAA0      ,2025,M13,890.819,,All Items,881.492,1.06,13
CUURS37BSA0      ,2023,M02,263.537,,All Items,,,2
CUURS37BSA0      ,2023,M04,267.002,,All Items,,,4
CUURS37BSA0      ,2023,M06,268.379,,All Items,,,6
CUURS37BSA0      ,2023,M08,271.154,,All Items,,,8
CUURS37BSA0      ,2023,M10,270.329,,All Items,,,10
CUURS37BSA0      ,2023,M12,270.133,,All Items,,,12
CUURS37BSA0      ,2023,M13,267.607,,All Items,,,13
CUURS37BSA0      ,2024,M02,272.772,,All Items,,,2
CUURS37BSA0      ,2024,M04,274.834,,All Items,,,4
CUURS37BSA0      ,2024,M06,274.1,,All Items,,,6
CUURS37BSA0      ,2024,M08,275.644,,All Items,,,8
CUURS37BSA0      ,2024,M10,276.116,,All Items,,,10
CUURS37BSA0      ,2024,M12,272.952,,All Items,263.537,3.57,12
CUURS37BSA0      ,2024,M13,274.201,,All Items,267.002,2.7,13
CUURS37BSA0      ,2025,M02,275.619,,All Items,268.379,2.7,2
CUURS37BSA0      ,2025,M04,278.069,,All Items,271.154,2.55,4
CUURS37BSA0      ,2025,M06,279.067,,All Items,270.329,3.23,6
CUURS37BSA0      ,2025,M08,278.771,,All Items,270.133,3.2,8
CUURS37BSA0      ,2025,M12,277.453,,All Items,272.772,1.72,12
CUURS37BSA0      ,2025,M13,277.742,,All Items,274.834,1.06,13
CUURS400AA0      ,2023,M01,533.768,,All Items,,,1
CUURS400AA0      ,2023,M02,535.778,,All Items,,,2
CUURS400AA0      ,2023,M03,537.354,,All Items,,,3
CUURS400AA0      ,2023,M04,540.225,,All Items,,,4
CUURS400AA0      ,2023,M05,542.351,,All Items,,,5
CUURS400AA0      ,2023,M06,544.102,,All Items,,,6
CUURS400AA0      ,2023,M07,544.273,,All Items,,,7
CUURS400AA0      ,2023,M08,547.017,,All Items,,,8
CUURS400AA0      ,2023,M09,548.763,,All Items,,,9
CUURS400AA0      ,2023,M10,549.241,,All Items,,,10
CUURS400AA0      ,2023,M11,547.115,,All Items,,,11
CUURS400AA0      ,2023,M12,546.767,,All Items,,,12
CUURS400AA0      ,2023,M13,543.063,,All Items,533.768,1.74,13
CUURS400AA0      ,2024,M01,549.681,,All Items,535.778,2.59,1
CUURS400AA0      ,2024,M02,553.007,,All Items,537.354,2.91,2
CUURS400AA0      ,2024,M03,556.535,,All Items,540.225,3.02,3
CUURS400AA0      ,2024,M04,560.175,,All Items,542.351,3.29,4
CUURS400AA0      ,2024,M05,561.452,,All Items,544.102,3.19,5
CUURS400AA0      ,2024,M06,560.745,,All Items,544.273,3.03,6
CUURS400AA0      ,2024,M07,561.342,,All Items,547.017,2.62,7
CUURS400AA0      ,2024,M08,561.421,,All Items,548.763,2.31,8
CUURS400AA0      ,2024,M09,562.351,,All Items,549.241,2.39,9
CUURS400AA0      ,2024,M10,562.483,,All Items,547.115,2.81,10
CUURS400AA0      ,2024,M11,561.773,,All Items,546.767,2.74,11
CUURS400AA0      ,2024,M12,561.617,,All Items,543.063,3.42,12
CUURS400AA0      ,2024,M13,559.382,,All Items,549.681,1.76,13
CUURS400AA0      ,2025,M01,565.368,,All Items,553.007,2.24,1
CUURS400AA0      ,2025,M02,568.791,,All Items,556.535,2.2,2
CUURS400AA0      ,2025,M03,570.93,,All Items,560.175,1.92,3
CUURS400AA0      ,2025,M04,572.85,,All Items,561.452,2.03,4
CUURS400AA0      ,2025,M05,574.622,,All Items,560.745,2.47,5
CUURS400AA0      ,2025,M06,575.659,,All Items,561.342,2.55,6
CUURS400AA0      ,2025,M07,576.778,,All Items,561.421,2.74,7
CUURS400AA0      ,2025,M08,577.948,,All Items,562.351,2.77,8
CUURS400AA0      ,2025,M09,580.04,,All Items,562.483,3.12,9
CUURS400AA0      ,2025,M11,578.874,,All Items,561.617,3.07,11
CUURS400AA0      ,2025,M12,578.68,,All Items,559.382,3.45,12
CUURS400AA0      ,2025,M13,574.595,,All Items,565.368,1.63,13
CUURS400SA0      ,2023,M01,327.337,,All Items,,,1
CUURS400SA0      ,2023,M02,328.569,,All Items,,,2
CUURS400SA0      ,2023,M03,329.536,,All Items,,,3
CUURS400SA0      ,2023,M04,331.296,,All Items,,,4
CUURS400SA0      ,2023,M05,332.6,,All Items,,,5
CUURS400SA0      ,2023,M06,333.674,,All Items,,,6
CUURS400SA0      ,2023,M07,333.779,,All Items,,,7
CUURS400SA0      ,2023,M08,335.462,,All Items,,,8
CUURS400SA0      ,2023,M09,336.532,,All Items,,,9
CUURS400SA0      ,2023,M10,336.826,,All Items,,,10
CUURS400SA0      ,2023,M11,335.522,,All Items,,,11
CUURS400SA0      ,2023,M12,335.308,,All Items,,,12
CUURS400SA0      ,2023,M13,333.037,,All Items,327.337,1.74,13
CUURS400SA0      ,2024,M01,337.095,,All Items,328.569,2.59,1
CUURS400SA0      ,2024,M02,339.135,,All Items,329.536,2.91,2
CUURS400SA0      ,2024,M03,341.299,,All Items,331.296,3.02,3
CUURS400SA0      ,2024,M04,343.531,,All Items,332.6,3.29,4
CUURS400SA0      ,2024,M05,344.314,,All Items,333.674,3.19,5
CUURS400SA0      ,2024,M06,343.88,,All Items,333.779,3.03,6
CUURS400SA0      ,2024,M07,344.246,,All Items,335.462,2.62,7
CUURS400SA0      ,2024,M08,344.295,,All Items,336.532,2.31,8
CUURS400SA0      ,2024,M09,344.866,,All Items,336.826,2.39,9
CUURS400SA0      ,2024,M10,344.947,,All Items,335.522,2.81,10
CUURS400SA0      ,2024,M11,344.511,,All Items,335.308,2.74,11
CUURS400SA0      ,2024,M12,344.416,,All Items,333.037,3.42,12
CUURS400SA0      ,2024,M13,343.045,,All Items,337.095,1.77,13
CUURS400SA0      ,2025,M01,346.715,,All Items,339.135,2.24,1
CUURS400SA0      ,2025,M02,348.815,,All Items,341.299,2.2,2
CUURS400SA0      ,2025,M03,350.126,,All Items,343.531,1.92,3
CUURS400SA0      ,2025,M04,351.304,,All Items,344.314,2.03,4
CUURS400SA0      ,2025,M05,352.391,,All Items,343.88,2.47,5
CUURS400SA0      ,2025,M06,353.027,,All Items,344.246,2.55,6
CUURS400SA0      ,2025,M07,353.713,,All Items,344.295,2.74,7
CUURS400SA0      ,2025,M08,354.431,,All Items,344.866,2.77,8
CUURS400SA0      ,2025,M09,355.713,,All Items,344.947,3.12,9
CUURS400SA0      ,2025,M11,354.998,,All Items,344.416,3.07,11
CUURS400SA0      ,2025,M12,354.879,,All Items,343.045,3.45,12
CUURS400SA0      ,2025,M13,352.374,,All Items,346.715,1.63,13
CUURS48ASA0      ,2023,M02,177.118,,All Items,,,2
CUURS48ASA0      ,2023,M04,179.824,,All Items,,,4
CUURS48ASA0      ,2023,M06,180.251,,All Items,,,6
CUURS48ASA0      ,2023,M08,180.387,,All Items,,,8
CUURS48ASA0      ,2023,M10,181.391,,All Items,,,10
CUURS48ASA0      ,2023,M12,179.733,,All Items,,,12
CUURS48ASA0      ,2023,M13,179.497,,All Items,,,13
CUURS48ASA0      ,2024,M02,181.01,,All Items,,,2
CUURS48ASA0      ,2024,M04,184.462,,All Items,,,4
CUURS48ASA0      ,2024,M06,185.108,,All Items,,,6
CUURS48ASA0      ,2024,M08,184.474,,All Items,,,8
CUURS48ASA0      ,2024,M10,184.214,,All Items,,,10
CUURS48ASA0      ,2024,M12,182.653,,All Items,177.118,3.13,12
CUURS48ASA0      ,2024,M13,183.481,,All Items,179.824,2.03,13
CUURS48ASA0      ,2025,M02,184.264,,All Items,180.251,2.23,2
CUURS48ASA0      ,2025,M04,185.077,,All Items,180.387,2.6,4
CUURS48ASA0      ,2025,M06,185.525,,All Items,181.391,2.28,6
CUURS48ASA0      ,2025,M08,187.112,,All Items,179.733,4.11,8
CUURS48ASA0      ,2025,M12,186.73,,All Items,181.01,3.16,12
CUURS48ASA0      ,2025,M13,185.665,,All Items,184.462,0.65,13
CUURS48BAA0      ,2023,M01,1041.697,,All Items,,,1
CUURS48BAA0      ,2023,M03,1055.616,,All Items,,,3
CUURS48BAA0      ,2023,M05,1064.173,,All Items,,,5
CUURS48BAA0      ,2023,M07,1078.063,,All Items,,,7
CUURS48BAA0      ,2023,M09,1082.754,,All Items,,,9
CUURS48BAA0      ,2023,M11,1079.064,,All Items,,,11
CUURS48BAA0      ,2023,M13,1068.066,,All Items,,,13
CUURS48BAA0      ,2024,M01,1077.997,,All Items,,,1
CUURS48BAA0      ,2024,M03,1085.357,,All Items,,,3
CUURS48BAA0      ,2024,M05,1091.754,,All Items,,,5
CUURS48BAA0      ,2024,M07,1098.471,,All Items,,,7
CUURS48BAA0      ,2024,M09,1098.34,,All Items,,,9
CUURS48BAA0      ,2024,M11,1100.946,,All Items,1041.697,5.69,11
CUURS48BAA0      ,2024,M13,1092.317,,All Items,1055.616,3.48,13
CUURS48BAA0      ,2025,M01,1103.246,,All Items,1064.173,3.67,1
CUURS48BAA0      ,2025,M03,1105.665,,All Items,1078.063,2.56,3
CUURS48BAA0      ,2025,M05,1116.279,,All Items,1082.754,3.1,5
CUURS48BAA0      ,2025,M07,1121.115,,All Items,1079.064,3.9,7
CUURS48BAA0      ,2025,M09,1132.851,,All Items,1068.066,6.07,9
CUURS48BAA0      ,2025,M11,1125.625,,All Items,1077.997,4.42,11
CUURS48BAA0      ,2025,M13,1117.318,,All Items,1085.357,2.94,13
CUURS48BSA0      ,2023,M01,312.392,,All Items,,,1
CUURS48BSA0      ,2023,M03,316.566,,All Items,,,3
CUURS48BSA0      ,2023,M05,319.132,,All Items,,,5
CUURS48BSA0      ,2023,M07,323.298,,All Items,,,7
CUURS48BSA0      ,2023,M09,324.704,,All Items,,,9
CUURS48BSA0      ,2023,M11,323.598,,All Items,,,11
CUURS48BSA0      ,2023,M13,320.3,,All Items,,,13
CUURS48BSA0      ,2024,M01,323.278,,All Items,,,1
CUURS48BSA0      ,2024,M03,325.485,,All Items,,,3
CUURS48BSA0      ,2024,M05,327.403,,All Items,,,5
CUURS48BSA0      ,2024,M07,329.418,,All Items,,,7
CUURS48BSA0      ,2024,M09,329.379,,All Items,,,9
CUURS48BSA0      ,2024,M11,330.16,,All Items,312.392,5.69,11
CUURS48BSA0      ,2024,M13,327.572,,All Items,316.566,3.48,13
CUURS48BSA0      ,2025,M01,330.85,,All Items,319.132,3.67,1
CUURS48BSA0      ,2025,M03,331.575,,All Items,323.298,2.56,3
CUURS48BSA0      ,2025,M05,334.758,,All Items,324.704,3.1,5
CUURS48BSA0      ,2025,M07,336.208,,All Items,323.598,3.9,7
CUURS48BSA0      ,2025,M09,339.728,,All Items,320.3,6.07,9
CUURS48BSA0      ,2025,M11,337.561,,All Items,323.278,4.42,11
CUURS48BSA0      ,2025,M13,335.07,,All Items,325.485,2.94,13
CUURS49AAA0      ,2023,M01,941.261,,All Items,,,1
CUURS49AAA0      ,2023,M02,938.247,,All Items,,,2
CUURS49AAA0      ,2023,M03,939.139,,All Items,,,3
CUURS49AAA0      ,2023,M04,945.686,,All Items,,,4
CUURS49AAA0      ,2023,M05,946.941,,All Items,,,5
CUURS49AAA0      ,2023,M06,951.494,,All Items,,,6
CUURS49AAA0      ,2023,M07,951.126,,All Items,,,7
CUURS49AAA0      ,2023,M08,957.388,,All Items,,,8
CUURS49AAA0      ,2023,M09,960.148,,All Items,,,9
CUURS49AAA0      ,2023,M10,958.851,,All Items,,,10
CUURS49AAA0      ,2023,M11,955.292,,All Items,,,11
CUURS49AAA0      ,2023,M12,955.632,,All Items,,,12
CUURS49AAA0      ,2023,M13,950.1,,All Items,941.261,0.94,13
CUURS49AAA0      ,2024,M01,965.04,,All Items,938.247,2.86,1
CUURS49AAA0      ,2024,M02,969.743,,All Items,939.139,3.26,2
CUURS49AAA0      ,2024,M03,976.949,,All Items,945.686,3.31,3
CUURS49AAA0      ,2024,M04,982.566,,All Items,946.941,3.76,4
CUURS49AAA0      ,2024,M05,983.7,,All Items,951.494,3.38,5
CUURS49AAA0      ,2024,M06,981.93,,All Items,951.126,3.24,6
CUURS49AAA0      ,2024,M07,983.616,,All Items,957.388,2.74,7
CUURS49AAA0      ,2024,M08,984.889,,All Items,960.148,2.58,8
CUURS49AAA0      ,2024,M09,987.147,,All Items,958.851,2.95,9
CUURS49AAA0      ,2024,M10,987.499,,All Items,955.292,3.37,10
CUURS49AAA0      ,2024,M11,985.952,,All Items,955.632,3.17,11
CUURS49AAA0      ,2024,M12,988.352,,All Items,950.1,4.03,12
CUURS49AAA0      ,2024,M13,981.449,,All Items,965.04,1.7,13
CUURS49AAA0      ,2025,M01,997.148,,All Items,969.743,2.83,1
CUURS49AAA0      ,2025,M02,999.896,,All Items,976.949,2.35,2
CUURS49AAA0      ,2025,M03,1006.426,,All Items,982.566,2.43,3
CUURS49AAA0      ,2025,M04,1012.09,,All Items,983.7,2.89,4
CUURS49AAA0      ,2025,M05,1013.404,,All Items,981.93,3.21,5
CUURS49AAA0      ,2025,M06,1013.445,,All Items,983.616,3.03,6
CUURS49AAA0      ,2025,M07,1015.217,,All Items,984.889,3.08,7
CUURS49AAA0      ,2025,M08,1017.816,,All Items,987.147,3.11,8
CUURS49AAA0      ,2025,M09,1021.839,,All Items,987.499,3.48,9
CUURS49AAA0      ,2025,M11,1021.205,,All Items,988.352,3.32,11
CUURS49AAA0      ,2025,M12,1018.108,,All Items,981.449,3.74,12
CUURS49AAA0      ,2025,M13,1012.418,,All Items,997.148,1.53,13
CUURS49ASA0      ,2023,M01,318.591,,All Items,,,1
CUURS49ASA0      ,2023,M02,317.571,,All Items,,,2
CUURS49ASA0      ,2023,M03,317.873,,All Items,,,3
CUURS49ASA0      ,2023,M04,320.089,,All Items,,,4
CUURS49ASA0      ,2023,M05,320.514,,All Items,,,5
CUURS49ASA0      ,2023,M06,322.055,,All Items,,,6
CUURS49ASA0      ,2023,M07,321.931,,All Items,,,7
CUURS49ASA0      ,2023,M08,324.05,,All Items,,,8
CUURS49ASA0      ,2023,M09,324.984,,All Items,,,9
CUURS49ASA0      ,2023,M10,324.545,,All Items,,,10
CUURS49ASA0      ,2023,M11,323.341,,All Items,,,11
CUURS49ASA0      ,2023,M12,323.456,,All Items,,,12
CUURS49ASA0      ,2023,M13,321.583,,All Items,318.591,0.94,13
CUURS49ASA0      ,2024,M01,326.64,,All Items,317.571,2.86,1
CUURS49ASA0      ,2024,M02,328.232,,All Items,317.873,3.26,2
CUURS49ASA0      ,2024,M03,330.671,,All Items,320.089,3.31,3
CUURS49ASA0      ,2024,M04,332.572,,All Items,320.514,3.76,4
CUURS49ASA0      ,2024,M05,332.956,,All Items,322.055,3.38,5
CUURS49ASA0      ,2024,M06,332.357,,All Items,321.931,3.24,6
CUURS49ASA0      ,2024,M07,332.928,,All Items,324.05,2.74,7
CUURS49ASA0      ,2024,M08,333.359,,All Items,324.984,2.58,8
CUURS49ASA0      ,2024,M09,334.123,,All Items,324.545,2.95,9
CUURS49ASA0      ,2024,M10,334.242,,All Items,323.341,3.37,10
CUURS49ASA0      ,2024,M11,333.718,,All Items,323.456,3.17,11
CUURS49ASA0      ,2024,M12,334.531,,All Items,321.583,4.03,12
CUURS49ASA0      ,2024,M13,332.194,,All Items,326.64,1.7,13
CUURS49ASA0      ,2025,M01,337.508,,All Items,328.232,2.83,1
CUURS49ASA0      ,2025,M02,338.438,,All Items,330.671,2.35,2
CUURS49ASA0      ,2025,M03,340.648,,All Items,332.572,2.43,3
CUURS49ASA0      ,2025,M04,342.565,,All Items,332.956,2.89,4
CUURS49ASA0      ,2025,M05,343.01,,All Items,332.357,3.21,5
CUURS49ASA0      ,2025,M06,343.024,,All Items,332.928,3.03,6
CUURS49ASA0      ,2025,M07,343.624,,All Items,333.359,3.08,7
CUURS49ASA0      ,2025,M08,344.503,,All Items,334.123,3.11,8
CUURS49ASA0      ,2025,M09,345.865,,All Items,334.242,3.48,9
CUURS49ASA0      ,2025,M11,345.65,,All Items,334.531,3.32,11
CUURS49ASA0      ,2025,M12,344.602,,All Items,332.194,3.74,12
CUURS49ASA0      ,2025,M13,342.676,,All Items,337.508,1.53,13
CUURS49BAA0      ,2023,M02,1036.563,,All Items,,,2
CUURS49BAA0      ,2023,M04,1040.631,,All Items,,,4
CUURS49BAA0      ,2023,M06,1045.427,,All Items,,,6
CUURS49BAA0      ,2023,M08,1045.544,,All Items,,,8
CUURS49BAA0      ,2023,M10,1049.001,,All Items,,,10
CUURS49BAA0      ,2023,M12,1044.992,,All Items,,,12
CUURS49BAA0      ,2023,M13,1042.334,,All Items,,,13
CUURS49BAA0      ,2024,M02,1061.089,,All Items,,,2
CUURS49BAA0      ,2024,M04,1079.83,,All Items,,,4
CUURS49BAA0      ,2024,M06,1079.27,,All Items,,,6
CUURS49BAA0      ,2024,M08,1073.814,,All Items,,,8
CUURS49BAA0      ,2024,M10,1074.059,,All Items,,,10
CUURS49BAA0      ,2024,M12,1069.853,,All Items,1036.563,3.21,12
CUURS49BAA0      ,2024,M13,1071.131,,All Items,1040.631,2.93,13
CUURS49BAA0      ,2025,M02,1089.624,,All Items,1045.427,4.23,2
CUURS49BAA0      ,2025,M04,1093.542,,All Items,1045.544,4.59,4
CUURS49BAA0      ,2025,M06,1095.856,,All Items,1049.001,4.47,6
CUURS49BAA0      ,2025,M08,1100.567,,All Items,1044.992,5.32,8
CUURS49BAA0      ,2025,M12,1102.336,,All Items,1061.089,3.89,12
CUURS49BAA0      ,2025,M13,1094.459,,All Items,1079.83,1.35,13
CUURS49BSA0      ,2023,M02,337.173,,All Items,,,2
CUURS49BSA0      ,2023,M04,338.496,,All Items,,,4
CUURS49BSA0      ,2023,M06,340.056,,All Items,,,6
CUURS49BSA0      ,2023,M08,340.094,,All Items,,,8
CUURS49BSA0      ,2023,M10,341.219,,All Items,,,10
CUURS49BSA0      ,2023,M12,339.915,,All Items,,,12
CUURS49BSA0      ,2023,M13,339.05,,All Items,,,13
CUURS49BSA0      ,2024,M02,345.151,,All Items,,,2
CUURS49BSA0      ,2024,M04,351.247,,All Items,,,4
CUURS49BSA0      ,2024,M06,351.064,,All Items,,,6
CUURS49BSA0      ,2024,M08,349.29,,All Items,,,8
CUURS49BSA0      ,2024,M10,349.37,,All Items,,,10
CUURS49BSA0      ,2024,M12,348.001,,All Items,337.173,3.21,12
CUURS49BSA0      ,2024,M13,348.417,,All Items,338.496,2.93,13
CUURS49BSA0      ,2025,M02,354.432,,All Items,340.056,4.23,2
CUURS49BSA0      ,2025,M04,355.707,,All Items,340.094,4.59,4
CUURS49BSA0      ,2025,M06,356.46,,All Items,341.219,4.47,6
CUURS49BSA0      ,2025,M08,357.992,,All Items,339.915,5.32,8
CUURS49BSA0      ,2025,M12,358.568,,All Items,345.151,3.89,12
CUURS49BSA0      ,2025,M13,356.005,,All Items,351.247,1.35,13
CUURS49CSA0      ,2023,M01,127.683,,All Items,,,1
CUURS49CSA0      ,2023,M03,127.707,,All Items,,,3
CUURS49CSA0      ,2023,M05,128.768,,All Items,,,5
CUURS49CSA0      ,2023,M07,129.525,,All Items,,,7
CUURS49CSA0      ,2023,M09,131.372,,All Items,,,9
CUURS49CSA0      ,2023,M11,131.372,,All Items,,,11
CUURS49CSA0      ,2023,M13,129.545,,All Items,,,13
CUURS49CSA0      ,2024,M01,131.358,,All Items,,,1
CUURS49CSA0      ,2024,M03,133.144,,All Items,,,3
CUURS49CSA0      ,2024,M05,133.943,,All Items,,,5
CUURS49CSA0      ,2024,M07,133.113,,All Items,,,7
CUURS49CSA0      ,2024,M09,133.179,,All Items,,,9
CUURS49CSA0      ,2024,M11,132.853,,All Items,127.683,4.05,11
CUURS49CSA0      ,2024,M13,132.932,,All Items,127.707,4.09,13
CUURS49CSA0      ,2025,M01,135.215,,All Items,128.768,5.01,1
CUURS49CSA0      ,2025,M03,136.511,,All Items,129.525,5.39,3
CUURS49CSA0      ,2025,M05,137.456,,All Items,131.372,4.63,5
CUURS49CSA0      ,2025,M07,137.708,,All Items,131.372,4.82,7
CUURS49CSA0      ,2025,M09,138.029,,All Items,129.545,6.55,9
CUURS49CSA0      ,2025,M11,138.851,,All Items,131.358,5.7,11
CUURS49CSA0      ,2025,M13,137.293,,All Items,133.144,3.12,13
CUURS49DAA0      ,2023,M02,1021.172,,All Items,,,2
CUURS49DAA0      ,2023,M04,1031.84,,All Items,,,4
CUURS49DAA0      ,2023,M06,1041.737,,All Items,,,6
CUURS49DAA0      ,2023,M08,1050.014,,All Items,,,8
CUURS49DAA0      ,2023,M10,1054.718,,All Items,,,10
CUURS49DAA0      ,2023,M12,1051.64,,All Items,,,12
CUURS49DAA0      ,2023,M13,1039.028,,All Items,,,13
CUURS49DAA0      ,2024,M02,1064.765,,All Items,,,2
