series_id,year,period,value,footnote_codes,category,value_lag12,cpi_yoy_change,month
CUUR0240SA0      ,2024,M09,127.715,,All Items,124.658,2.45,9
CUUR0240SA0      ,2024,M10,127.408,,All Items,124.305,2.5,10
CUUR0240SA0      ,2024,M11,127.288,,All Items,123.803,2.81,11
CUUR0240SA0      ,2024,M12,127.485,,All Items,122.935,3.7,12
CUUR0240SA0      ,2024,M13,126.535,,All Items,123.93,2.1,13
CUUR0240SA0      ,2025,M01,128.127,,All Items,124.871,2.61,1
CUUR0240SA0      ,2025,M02,128.684,,All Items,125.62,2.44,2
CUUR0240SA0      ,2025,M03,128.822,,All Items,126.128,2.14,3
CUUR0240SA0      ,2025,M04,129.06,,All Items,126.286,2.2,4
CUUR0240SA0      ,2025,M05,129.165,,All Items,126.605,2.02,5
CUUR0240SA0      ,2025,M06,129.957,,All Items,127.333,2.06,6
CUUR0240SA0      ,2025,M07,130.118,,All Items,127.748,1.86,7
CUUR0240SA0      ,2025,M08,130.648,,All Items,127.715,2.3,8
CUUR0240SA0      ,2025,M09,131.211,,All Items,127.408,2.98,9
CUUR0240SA0      ,2025,M11,130.779,,All Items,127.485,2.58,11
CUUR0240SA0      ,2025,M12,130.544,,All Items,126.535,3.17,12
CUUR0240SA0      ,2025,M13,129.738,,All Items,128.127,1.26,13
CUUR0300AA0      ,2023,M01,471.13,,All Items,,,1
CUUR0300AA0      ,2023,M02,474.128,,All Items,,,2
CUUR0300AA0      ,2023,M03,475.868,,All Items,,,3
CUUR0300AA0      ,2023,M04,479.042,,All Items,,,4
CUUR0300AA0      ,2023,M05,479.973,,All Items,,,5
CUUR0300AA0      ,2023,M06,481.434,,All Items,,,6
CUUR0300AA0      ,2023,M07,482.228,,All Items,,,7
CUUR0300AA0      ,2023,M08,484.979,,All Items,,,8
CUUR0300AA0      ,2023,M09,486.086,,All Items,,,9
CUUR0300AA0      ,2023,M10,485.659,,All Items,,,10
CUUR0300AA0      ,2023,M11,484.906,,All Items,,,11
CUUR0300AA0      ,2023,M12,484.621,,All Items,,,12
CUUR0300AA0      ,2023,M13,480.838,,All Items,471.13,2.06,13
CUUR0300AA0      ,2024,M01,487.325,,All Items,474.128,2.78,1
CUUR0300AA0      ,2024,M02,491.741,,All Items,475.868,3.34,2
CUUR0300AA0      ,2024,M03,493.926,,All Items,479.042,3.11,3
CUUR0300AA0      ,2024,M04,494.922,,All Items,479.973,3.11,4
CUUR0300AA0      ,2024,M05,495.232,,All Items,481.434,2.87,5
CUUR0300AA0      ,2024,M06,495.332,,All Items,482.228,2.72,6
CUUR0300AA0      ,2024,M07,496.08,,All Items,484.979,2.29,7
CUUR0300AA0      ,2024,M08,495.986,,All Items,486.086,2.04,8
CUUR0300AA0      ,2024,M09,496.502,,All Items,485.659,2.23,9
CUUR0300AA0      ,2024,M10,497.817,,All Items,484.906,2.66,10
CUUR0300AA0      ,2024,M11,497.798,,All Items,484.621,2.72,11
CUUR0300AA0      ,2024,M12,498.008,,All Items,480.838,3.57,12
CUUR0300AA0      ,2024,M13,495.056,,All Items,487.325,1.59,13
CUUR0300AA0      ,2025,M01,501.097,,All Items,491.741,1.9,1
CUUR0300AA0      ,2025,M02,502.841,,All Items,493.926,1.8,2
CUUR0300AA0      ,2025,M03,503.161,,All Items,494.922,1.66,3
CUUR0300AA0      ,2025,M04,504.626,,All Items,495.232,1.9,4
CUUR0300AA0      ,2025,M05,505.32,,All Items,495.332,2.02,5
CUUR0300AA0      ,2025,M06,506.642,,All Items,496.08,2.13,6
CUUR0300AA0      ,2025,M07,507.358,,All Items,495.986,2.29,7
CUUR0300AA0      ,2025,M08,508.635,,All Items,496.502,2.44,8
CUUR0300AA0      ,2025,M09,509.919,,All Items,497.817,2.43,9
CUUR0300AA0      ,2025,M11,508.697,,All Items,498.008,2.15,11
CUUR0300AA0      ,2025,M12,508.824,,All Items,495.056,2.78,12
CUUR0300AA0      ,2025,M13,506.102,,All Items,501.097,1.0,13
CUUR0300SA0      ,2023,M01,290.438,,All Items,,,1
CUUR0300SA0      ,2023,M02,292.285,,All Items,,,2
CUUR0300SA0      ,2023,M03,293.358,,All Items,,,3
CUUR0300SA0      ,2023,M04,295.315,,All Items,,,4
CUUR0300SA0      ,2023,M05,295.889,,All Items,,,5
CUUR0300SA0      ,2023,M06,296.789,,All Items,,,6
CUUR0300SA0      ,2023,M07,297.279,,All Items,,,7
CUUR0300SA0      ,2023,M08,298.975,,All Items,,,8
CUUR0300SA0      ,2023,M09,299.657,,All Items,,,9
CUUR0300SA0      ,2023,M10,299.394,,All Items,,,10
CUUR0300SA0      ,2023,M11,298.93,,All Items,,,11
CUUR0300SA0      ,2023,M12,298.754,,All Items,,,12
CUUR0300SA0      ,2023,M13,296.422,,All Items,290.438,2.06,13
CUUR0300SA0      ,2024,M01,300.421,,All Items,292.285,2.78,1
CUUR0300SA0      ,2024,M02,303.144,,All Items,293.358,3.34,2
CUUR0300SA0      ,2024,M03,304.49,,All Items,295.315,3.11,3
CUUR0300SA0      ,2024,M04,305.104,,All Items,295.889,3.11,4
CUUR0300SA0      ,2024,M05,305.296,,All Items,296.789,2.87,5
CUUR0300SA0      ,2024,M06,305.357,,All Items,297.279,2.72,6
CUUR0300SA0      ,2024,M07,305.819,,All Items,298.975,2.29,7
CUUR0300SA0      ,2024,M08,305.761,,All Items,299.657,2.04,8
CUUR0300SA0      ,2024,M09,306.078,,All Items,299.394,2.23,9
CUUR0300SA0      ,2024,M10,306.889,,All Items,298.93,2.66,10
CUUR0300SA0      ,2024,M11,306.877,,All Items,298.754,2.72,11
CUUR0300SA0      ,2024,M12,307.007,,All Items,296.422,3.57,12
CUUR0300SA0      ,2024,M13,305.187,,All Items,300.421,1.59,13
CUUR0300SA0      ,2025,M01,308.911,,All Items,303.144,1.9,1
CUUR0300SA0      ,2025,M02,309.987,,All Items,304.49,1.81,2
CUUR0300SA0      ,2025,M03,310.183,,All Items,305.104,1.66,3
CUUR0300SA0      ,2025,M04,311.087,,All Items,305.296,1.9,4
CUUR0300SA0      ,2025,M05,311.514,,All Items,305.357,2.02,5
CUUR0300SA0      ,2025,M06,312.33,,All Items,305.819,2.13,6
CUUR0300SA0      ,2025,M07,312.771,,All Items,305.761,2.29,7
CUUR0300SA0      ,2025,M08,313.558,,All Items,306.078,2.44,8
CUUR0300SA0      ,2025,M09,314.35,,All Items,306.889,2.43,9
CUUR0300SA0      ,2025,M11,313.597,,All Items,307.007,2.15,11
CUUR0300SA0      ,2025,M12,313.675,,All Items,305.187,2.78,12
CUUR0300SA0      ,2025,M13,311.997,,All Items,308.911,1.0,13
CUUR0350SA0      ,2023,M01,123.184,,All Items,,,1
CUUR0350SA0      ,2023,M02,123.943,,All Items,,,2
CUUR0350SA0      ,2023,M03,124.513,,All Items,,,3
CUUR0350SA0      ,2023,M04,125.328,,All Items,,,4
CUUR0350SA0      ,2023,M05,125.605,,All Items,,,5
CUUR0350SA0      ,2023,M06,125.949,,All Items,,,6
CUUR0350SA0      ,2023,M07,126.136,,All Items,,,7
CUUR0350SA0      ,2023,M08,126.873,,All Items,,,8
CUUR0350SA0      ,2023,M09,127.251,,All Items,,,9
CUUR0350SA0      ,2023,M10,127.15,,All Items,,,10
CUUR0350SA0      ,2023,M11,126.979,,All Items,,,11
CUUR0350SA0      ,2023,M12,126.951,,All Items,,,12
CUUR0350SA0      ,2023,M13,125.822,,All Items,123.184,2.14,13
CUUR0350SA0      ,2024,M01,127.55,,All Items,123.943,2.91,1
CUUR0350SA0      ,2024,M02,128.774,,All Items,124.513,3.42,2
CUUR0350SA0      ,2024,M03,129.338,,All Items,125.328,3.2,3
CUUR0350SA0      ,2024,M04,129.446,,All Items,125.605,3.06,4
CUUR0350SA0      ,2024,M05,129.52,,All Items,125.949,2.84,5
CUUR0350SA0      ,2024,M06,129.607,,All Items,126.136,2.75,6
CUUR0350SA0      ,2024,M07,129.907,,All Items,126.873,2.39,7
CUUR0350SA0      ,2024,M08,129.927,,All Items,127.251,2.1,8
CUUR0350SA0      ,2024,M09,129.985,,All Items,127.15,2.23,9
CUUR0350SA0      ,2024,M10,130.294,,All Items,126.979,2.61,10
CUUR0350SA0      ,2024,M11,130.412,,All Items,126.951,2.73,11
CUUR0350SA0      ,2024,M12,130.618,,All Items,125.822,3.81,12
CUUR0350SA0      ,2024,M13,129.615,,All Items,127.55,1.62,13
CUUR0350SA0      ,2025,M01,131.225,,All Items,128.774,1.9,1
CUUR0350SA0      ,2025,M02,131.639,,All Items,129.338,1.78,2
CUUR0350SA0      ,2025,M03,131.878,,All Items,129.446,1.88,3
CUUR0350SA0      ,2025,M04,132.22,,All Items,129.52,2.08,4
CUUR0350SA0      ,2025,M05,132.43,,All Items,129.607,2.18,5
CUUR0350SA0      ,2025,M06,132.777,,All Items,129.907,2.21,6
CUUR0350SA0      ,2025,M07,132.977,,All Items,129.927,2.35,7
CUUR0350SA0      ,2025,M08,133.313,,All Items,129.985,2.56,8
CUUR0350SA0      ,2025,M09,133.656,,All Items,130.294,2.58,9
CUUR0350SA0      ,2025,M11,133.495,,All Items,130.618,2.2,11
CUUR0350SA0      ,2025,M12,133.663,,All Items,129.615,3.12,12
CUUR0350SA0      ,2025,M13,132.661,,All Items,131.225,1.09,13
CUUR0360SA0      ,2023,M01,119.81,,All Items,,,1
CUUR0360SA0      ,2023,M02,120.973,,All Items,,,2
CUUR0360SA0      ,2023,M03,121.282,,All Items,,,3
CUUR0360SA0      ,2023,M04,122.069,,All Items,,,4
CUUR0360SA0      ,2023,M05,122.567,,All Items,,,5
CUUR0360SA0      ,2023,M06,123.082,,All Items,,,6
CUUR0360SA0      ,2023,M07,123.385,,All Items,,,7
CUUR0360SA0      ,2023,M08,123.838,,All Items,,,8
CUUR0360SA0      ,2023,M09,123.999,,All Items,,,9
CUUR0360SA0      ,2023,M10,123.92,,All Items,,,10
CUUR0360SA0      ,2023,M11,123.556,,All Items,,,11
CUUR0360SA0      ,2023,M12,123.186,,All Items,,,12
CUUR0360SA0      ,2023,M13,122.639,,All Items,119.81,2.36,13
CUUR0360SA0      ,2024,M01,124.107,,All Items,120.973,2.59,1
CUUR0360SA0      ,2024,M02,125.231,,All Items,121.282,3.26,2
CUUR0360SA0      ,2024,M03,126.131,,All Items,122.069,3.33,3
CUUR0360SA0      ,2024,M04,126.846,,All Items,122.567,3.49,4
CUUR0360SA0      ,2024,M05,127.152,,All Items,123.082,3.31,5
CUUR0360SA0      ,2024,M06,127.224,,All Items,123.385,3.11,6
CUUR0360SA0      ,2024,M07,127.317,,All Items,123.838,2.81,7
CUUR0360SA0      ,2024,M08,127.445,,All Items,123.999,2.78,8
CUUR0360SA0      ,2024,M09,127.966,,All Items,123.92,3.27,9
CUUR0360SA0      ,2024,M10,128.254,,All Items,123.556,3.8,10
CUUR0360SA0      ,2024,M11,128.459,,All Items,123.186,4.28,11
CUUR0360SA0      ,2024,M12,128.25,,All Items,122.639,4.58,12
CUUR0360SA0      ,2024,M13,127.032,,All Items,124.107,2.36,13
CUUR0360SA0      ,2025,M01,128.938,,All Items,125.231,2.96,1
CUUR0360SA0      ,2025,M02,129.427,,All Items,126.131,2.61,2
CUUR0360SA0      ,2025,M03,129.641,,All Items,126.846,2.2,3
CUUR0360SA0      ,2025,M04,130.001,,All Items,127.152,2.24,4
CUUR0360SA0      ,2025,M05,130.205,,All Items,127.224,2.34,5
CUUR0360SA0      ,2025,M06,131.114,,All Items,127.317,2.98,6
CUUR0360SA0      ,2025,M07,131.509,,All Items,127.445,3.19,7
CUUR0360SA0      ,2025,M08,131.876,,All Items,127.966,3.06,8
CUUR0360SA0      ,2025,M09,131.918,,All Items,128.254,2.86,9
CUUR0360SA0      ,2025,M11,131.592,,All Items,128.25,2.61,11
CUUR0360SA0      ,2025,M12,132.023,,All Items,127.032,3.93,12
CUUR0360SA0      ,2025,M13,130.749,,All Items,128.938,1.4,13
CUUR0370SA0      ,2023,M01,120.118,,All Items,,,1
CUUR0370SA0      ,2023,M02,120.727,,All Items,,,2
CUUR0370SA0      ,2023,M03,121.013,,All Items,,,3
CUUR0370SA0      ,2023,M04,121.862,,All Items,,,4
CUUR0370SA0      ,2023,M05,121.902,,All Items,,,5
CUUR0370SA0      ,2023,M06,122.274,,All Items,,,6
CUUR0370SA0      ,2023,M07,122.467,,All Items,,,7
CUUR0370SA0      ,2023,M08,123.258,,All Items,,,8
CUUR0370SA0      ,2023,M09,123.429,,All Items,,,9
CUUR0370SA0      ,2023,M10,123.284,,All Items,,,10
CUUR0370SA0      ,2023,M11,123.129,,All Items,,,11
CUUR0370SA0      ,2023,M12,123.115,,All Items,,,12
CUUR0370SA0      ,2023,M13,122.215,,All Items,120.118,1.75,13
CUUR0370SA0      ,2024,M01,123.913,,All Items,120.727,2.64,1
CUUR0370SA0      ,2024,M02,124.901,,All Items,121.013,3.21,2
CUUR0370SA0      ,2024,M03,125.314,,All Items,121.862,2.83,3
CUUR0370SA0      ,2024,M04,125.658,,All Items,121.902,3.08,4
CUUR0370SA0      ,2024,M05,125.649,,All Items,122.274,2.76,5
CUUR0370SA0      ,2024,M06,125.531,,All Items,122.467,2.5,6
CUUR0370SA0      ,2024,M07,125.562,,All Items,123.258,1.87,7
CUUR0370SA0      ,2024,M08,125.38,,All Items,123.429,1.58,8
CUUR0370SA0      ,2024,M09,125.484,,All Items,123.284,1.78,9
CUUR0370SA0      ,2024,M10,125.909,,All Items,123.129,2.26,10
CUUR0370SA0      ,2024,M11,125.565,,All Items,123.115,1.99,11
CUUR0370SA0      ,2024,M12,125.442,,All Items,122.215,2.64,12
CUUR0370SA0      ,2024,M13,125.359,,All Items,123.913,1.17,13
CUUR0370SA0      ,2025,M01,126.681,,All Items,124.901,1.43,1
CUUR0370SA0      ,2025,M02,127.194,,All Items,125.314,1.5,2
CUUR0370SA0      ,2025,M03,126.899,,All Items,125.658,0.99,3
CUUR0370SA0      ,2025,M04,127.363,,All Items,125.649,1.36,4
CUUR0370SA0      ,2025,M05,127.47,,All Items,125.531,1.54,5
CUUR0370SA0      ,2025,M06,127.565,,All Items,125.562,1.6,6
CUUR0370SA0      ,2025,M07,127.633,,All Items,125.38,1.8,7
CUUR0370SA0      ,2025,M08,127.937,,All Items,125.484,1.95,8
CUUR0370SA0      ,2025,M09,128.367,,All Items,125.909,1.95,9
CUUR0370SA0      ,2025,M11,127.738,,All Items,125.442,1.83,11
CUUR0370SA0      ,2025,M12,127.327,,All Items,125.359,1.57,12
CUUR0370SA0      ,2025,M13,127.47,,All Items,126.681,0.62,13
CUUR0400AA0      ,2023,M01,513.185,,All Items,,,1
CUUR0400AA0      ,2023,M02,515.856,,All Items,,,2
CUUR0400AA0      ,2023,M03,518.418,,All Items,,,3
CUUR0400AA0      ,2023,M04,520.798,,All Items,,,4
CUUR0400AA0      ,2023,M05,522.96,,All Items,,,5
CUUR0400AA0      ,2023,M06,524.452,,All Items,,,6
CUUR0400AA0      ,2023,M07,525.126,,All Items,,,7
CUUR0400AA0      ,2023,M08,527.34,,All Items,,,8
CUUR0400AA0      ,2023,M09,529.372,,All Items,,,9
CUUR0400AA0      ,2023,M10,529.722,,All Items,,,10
CUUR0400AA0      ,2023,M11,527.444,,All Items,,,11
CUUR0400AA0      ,2023,M12,526.851,,All Items,,,12
CUUR0400AA0      ,2023,M13,523.46,,All Items,513.185,2.0,13
CUUR0400AA0      ,2024,M01,530.28,,All Items,515.856,2.8,1
CUUR0400AA0      ,2024,M02,532.359,,All Items,518.418,2.69,2
CUUR0400AA0      ,2024,M03,536.985,,All Items,520.798,3.11,3
CUUR0400AA0      ,2024,M04,539.974,,All Items,522.96,3.25,4
CUUR0400AA0      ,2024,M05,540.365,,All Items,524.452,3.03,5
CUUR0400AA0      ,2024,M06,539.346,,All Items,525.126,2.71,6
CUUR0400AA0      ,2024,M07,538.558,,All Items,527.34,2.13,7
CUUR0400AA0      ,2024,M08,538.991,,All Items,529.372,1.82,8
CUUR0400AA0      ,2024,M09,540.321,,All Items,529.722,2.0,9
CUUR0400AA0      ,2024,M10,540.794,,All Items,527.444,2.53,10
CUUR0400AA0      ,2024,M11,540.246,,All Items,526.851,2.54,11
CUUR0400AA0      ,2024,M12,540.028,,All Items,523.46,3.17,12
CUUR0400AA0      ,2024,M13,538.187,,All Items,530.28,1.49,13
CUUR0400AA0      ,2025,M01,543.107,,All Items,532.359,2.02,1
CUUR0400AA0      ,2025,M02,546.145,,All Items,536.985,1.71,2
CUUR0400AA0      ,2025,M03,548.987,,All Items,539.974,1.67,3
CUUR0400AA0      ,2025,M04,551.464,,All Items,540.365,2.05,4
CUUR0400AA0      ,2025,M05,553.378,,All Items,539.346,2.6,5
CUUR0400AA0      ,2025,M06,553.815,,All Items,538.558,2.83,6
CUUR0400AA0      ,2025,M07,554.818,,All Items,538.991,2.94,7
CUUR0400AA0      ,2025,M08,556.212,,All Items,540.321,2.94,8
CUUR0400AA0      ,2025,M09,558.149,,All Items,540.794,3.21,9
CUUR0400AA0      ,2025,M11,556.605,,All Items,540.028,3.07,11
CUUR0400AA0      ,2025,M12,555.716,,All Items,538.187,3.26,12
CUUR0400AA0      ,2025,M13,552.581,,All Items,543.107,1.74,13
CUUR0400SA0      ,2023,M01,317.477,,All Items,,,1
CUUR0400SA0      ,2023,M02,319.13,,All Items,,,2
CUUR0400SA0      ,2023,M03,320.715,,All Items,,,3
CUUR0400SA0      ,2023,M04,322.187,,All Items,,,4
CUUR0400SA0      ,2023,M05,323.525,,All Items,,,5
CUUR0400SA0      ,2023,M06,324.448,,All Items,,,6
CUUR0400SA0      ,2023,M07,324.865,,All Items,,,7
CUUR0400SA0      ,2023,M08,326.234,,All Items,,,8
CUUR0400SA0      ,2023,M09,327.491,,All Items,,,9
CUUR0400SA0      ,2023,M10,327.708,,All Items,,,10
CUUR0400SA0      ,2023,M11,326.299,,All Items,,,11
CUUR0400SA0      ,2023,M12,325.932,,All Items,,,12
CUUR0400SA0      ,2023,M13,323.834,,All Items,317.477,2.0,13
CUUR0400SA0      ,2024,M01,328.053,,All Items,319.13,2.8,1
CUUR0400SA0      ,2024,M02,329.339,,All Items,320.715,2.69,2
CUUR0400SA0      ,2024,M03,332.202,,All Items,322.187,3.11,3
CUUR0400SA0      ,2024,M04,334.05,,All Items,323.525,3.25,4
CUUR0400SA0      ,2024,M05,334.292,,All Items,324.448,3.03,5
CUUR0400SA0      ,2024,M06,333.662,,All Items,324.865,2.71,6
CUUR0400SA0      ,2024,M07,333.174,,All Items,326.234,2.13,7
CUUR0400SA0      ,2024,M08,333.442,,All Items,327.491,1.82,8
CUUR0400SA0      ,2024,M09,334.265,,All Items,327.708,2.0,9
CUUR0400SA0      ,2024,M10,334.558,,All Items,326.299,2.53,10
CUUR0400SA0      ,2024,M11,334.218,,All Items,325.932,2.54,11
CUUR0400SA0      ,2024,M12,334.084,,All Items,323.834,3.17,12
CUUR0400SA0      ,2024,M13,332.945,,All Items,328.053,1.49,13
CUUR0400SA0      ,2025,M01,335.989,,All Items,329.339,2.02,1
CUUR0400SA0      ,2025,M02,337.868,,All Items,332.202,1.71,2
CUUR0400SA0      ,2025,M03,339.627,,All Items,334.05,1.67,3
CUUR0400SA0      ,2025,M04,341.159,,All Items,334.292,2.05,4
CUUR0400SA0      ,2025,M05,342.343,,All Items,333.662,2.6,5
CUUR0400SA0      ,2025,M06,342.613,,All Items,333.174,2.83,6
CUUR0400SA0      ,2025,M07,343.234,,All Items,333.442,2.94,7
CUUR0400SA0      ,2025,M08,344.096,,All Items,334.265,2.94,8
CUUR0400SA0      ,2025,M09,345.294,,All Items,334.558,3.21,9
CUUR0400SA0      ,2025,M11,344.339,,All Items,334.084,3.07,11
CUUR0400SA0      ,2025,M12,343.789,,All Items,332.945,3.26,12
CUUR0400SA0      ,2025,M13,341.85,,All Items,335.989,1.74,13
CUUR0480SA0      ,2023,M01,126.0,,All Items,,,1
CUUR0480SA0      ,2023,M02,126.934,,All Items,,,2
CUUR0480SA0      ,2023,M03,127.95,,All Items,,,3
CUUR0480SA0      ,2023,M04,128.39,,All Items,,,4
CUUR0480SA0      ,2023,M05,128.647,,All Items,,,5
CUUR0480SA0      ,2023,M06,128.574,,All Items,,,6
CUUR0480SA0      ,2023,M07,128.805,,All Items,,,7
CUUR0480SA0      ,2023,M08,129.171,,All Items,,,8
CUUR0480SA0      ,2023,M09,129.933,,All Items,,,9
CUUR0480SA0      ,2023,M10,129.978,,All Items,,,10
CUUR0480SA0      ,2023,M11,129.252,,All Items,,,11
CUUR0480SA0      ,2023,M12,129.156,,All Items,,,12
CUUR0480SA0      ,2023,M13,128.566,,All Items,126.0,2.04,13
CUUR0480SA0      ,2024,M01,129.814,,All Items,126.934,2.27,1
CUUR0480SA0      ,2024,M02,130.059,,All Items,127.95,1.65,2
CUUR0480SA0      ,2024,M03,131.176,,All Items,128.39,2.17,3
CUUR0480SA0      ,2024,M04,131.8,,All Items,128.647,2.45,4
CUUR0480SA0      ,2024,M05,131.827,,All Items,128.574,2.53,5
CUUR0480SA0      ,2024,M06,131.561,,All Items,128.805,2.14,6
CUUR0480SA0      ,2024,M07,131.325,,All Items,129.171,1.67,7
CUUR0480SA0      ,2024,M08,131.729,,All Items,129.933,1.38,8
CUUR0480SA0      ,2024,M09,131.721,,All Items,129.978,1.34,9
CUUR0480SA0      ,2024,M10,131.718,,All Items,129.252,1.91,10
CUUR0480SA0      ,2024,M11,131.445,,All Items,129.156,1.77,11
CUUR0480SA0      ,2024,M12,131.379,,All Items,128.566,2.19,12
CUUR0480SA0      ,2024,M13,131.296,,All Items,129.814,1.14,13
CUUR0480SA0      ,2025,M01,131.607,,All Items,130.059,1.19,1
CUUR0480SA0      ,2025,M02,132.359,,All Items,131.176,0.9,2
CUUR0480SA0      ,2025,M03,132.875,,All Items,131.8,0.82,3
CUUR0480SA0      ,2025,M04,133.339,,All Items,131.827,1.15,4
CUUR0480SA0      ,2025,M05,134.041,,All Items,131.561,1.89,5
CUUR0480SA0      ,2025,M06,134.097,,All Items,131.325,2.11,6
CUUR0480SA0      ,2025,M07,134.473,,All Items,131.729,2.08,7
CUUR0480SA0      ,2025,M08,134.964,,All Items,131.721,2.46,8
CUUR0480SA0      ,2025,M09,135.506,,All Items,131.718,2.88,9
CUUR0480SA0      ,2025,M11,134.859,,All Items,131.379,2.65,11
CUUR0480SA0      ,2025,M12,134.484,,All Items,131.296,2.43,12
CUUR0480SA0      ,2025,M13,133.873,,All Items,131.607,1.72,13
CUUR0490SA0      ,2023,M01,122.406,,All Items,,,1
CUUR0490SA0      ,2023,M02,122.935,,All Items,,,2
CUUR0490SA0      ,2023,M03,123.395,,All Items,,,3
CUUR0490SA0      ,2023,M04,124.019,,All Items,,,4
CUUR0490SA0      ,2023,M05,124.642,,All Items,,,5
CUUR0490SA0      ,2023,M06,125.169,,All Items,,,6
CUUR0490SA0      ,2023,M07,125.304,,All Items,,,7
CUUR0490SA0      ,2023,M08,125.901,,All Items,,,8
CUUR0490SA0      ,2023,M09,126.283,,All Items,,,9
CUUR0490SA0      ,2023,M10,126.382,,All Items,,,10
CUUR0490SA0      ,2023,M11,125.904,,All Items,,,11
CUUR0490SA0      ,2023,M12,125.743,,All Items,,,12
CUUR0490SA0      ,2023,M13,124.84,,All Items,122.406,1.99,13
CUUR0490SA0      ,2024,M01,126.632,,All Items,122.935,3.01,1
CUUR0490SA0      ,2024,M02,127.23,,All Items,123.395,3.11,2
CUUR0490SA0      ,2024,M03,128.341,,All Items,124.019,3.48,3
CUUR0490SA0      ,2024,M04,129.096,,All Items,124.642,3.57,4
CUUR0490SA0      ,2024,M05,129.216,,All Items,125.169,3.23,5
CUUR0490SA0      ,2024,M06,128.979,,All Items,125.304,2.93,6
CUUR0490SA0      ,2024,M07,128.807,,All Items,125.901,2.31,7
CUUR0490SA0      ,2024,M08,128.796,,All Items,126.283,1.99,8
CUUR0490SA0      ,2024,M09,129.242,,All Items,126.382,2.26,9
CUUR0490SA0      ,2024,M10,129.4,,All Items,125.904,2.78,10
CUUR0490SA0      ,2024,M11,129.323,,All Items,125.743,2.85,11
CUUR0490SA0      ,2024,M12,129.276,,All Items,124.84,3.55,12
CUUR0490SA0      ,2024,M13,128.695,,All Items,126.632,1.63,13
CUUR0490SA0      ,2025,M01,130.217,,All Items,127.23,2.35,1
CUUR0490SA0      ,2025,M02,130.94,,All Items,128.341,2.03,2
CUUR0490SA0      ,2025,M03,131.689,,All Items,129.096,2.01,3
CUUR0490SA0      ,2025,M04,132.336,,All Items,129.216,2.41,4
CUUR0490SA0      ,2025,M05,132.702,,All Items,128.979,2.89,5
CUUR0490SA0      ,2025,M06,132.826,,All Items,128.807,3.12,6
CUUR0490SA0      ,2025,M07,133.014,,All Items,128.796,3.27,7
CUUR0490SA0      ,2025,M08,133.288,,All Items,129.242,3.13,8
CUUR0490SA0      ,2025,M09,133.724,,All Items,129.4,3.34,9
CUUR0490SA0      ,2025,M11,133.461,,All Items,129.276,3.24,11
CUUR0490SA0      ,2025,M12,133.311,,All Items,128.695,3.59,12
CUUR0490SA0      ,2025,M13,132.501,,All Items,130.217,1.75,13
CUURN000SA0      ,2023,M01,182.684,,All Items,,,1
CUURN000SA0      ,2023,M02,183.757,,All Items,,,2
CUURN000SA0      ,2023,M03,184.373,,All Items,,,3
CUURN000SA0      ,2023,M04,185.357,,All Items,,,4
CUURN000SA0      ,2023,M05,185.672,,All Items,,,5
CUURN000SA0      ,2023,M06,186.288,,All Items,,,6
CUURN000SA0      ,2023,M07,186.587,,All Items,,,7
CUURN000SA0      ,2023,M08,187.447,,All Items,,,8
CUURN000SA0      ,2023,M09,187.863,,All Items,,,9
CUURN000SA0      ,2023,M10,187.754,,All Items,,,10
CUURN000SA0      ,2023,M11,187.346,,All Items,,,11
CUURN000SA0      ,2023,M12,187.01,,All Items,,,12
CUURN000SA0      ,2023,M13,186.012,,All Items,182.684,1.82,13
CUURN000SA0      ,2024,M01,188.112,,All Items,183.757,2.37,1
CUURN000SA0      ,2024,M02,189.235,,All Items,184.373,2.64,2
CUURN000SA0      ,2024,M03,190.607,,All Items,185.357,2.83,3
CUURN000SA0      ,2024,M04,191.22,,All Items,185.672,2.99,4
CUURN000SA0      ,2024,M05,191.3,,All Items,186.288,2.69,5
CUURN000SA0      ,2024,M06,191.292,,All Items,186.587,2.52,6
CUURN000SA0      ,2024,M07,191.398,,All Items,187.447,2.11,7
CUURN000SA0      ,2024,M08,191.562,,All Items,187.863,1.97,8
CUURN000SA0      ,2024,M09,191.956,,All Items,187.754,2.24,9
CUURN000SA0      ,2024,M10,192.295,,All Items,187.346,2.64,10
CUURN000SA0      ,2024,M11,192.253,,All Items,187.01,2.8,11
CUURN000SA0      ,2024,M12,192.388,,All Items,186.012,3.43,12
