category,year,month,mean_value,mean_cpi_yoy,series_count,year_month,mean_value_lag1,mean_value_lag12,mean_cpi_yoy_lag1,mean_cpi_yoy_roll3,mean_cpi_yoy_roll6,avg_mfn_rate,median_mfn_rate,codes_with_tariffs,avg_mfn_rate_missing,avg_mfn_rate_lag1,mean_value_missing,mean_cpi_yoy_missing
Transportation,2022,1,243.2,,148,2022-01-01,,,,,,,,,1,,0,1
Transportation,2022,2,245.62607382550337,,149,2022-02-01,243.2,,,,,,,,1,,0,1
Transportation,2022,3,256.8109324324324,,148,2022-03-01,245.62607382550337,,,,,,,,1,,0,1
Transportation,2022,4,261.7333176470588,,85,2022-04-01,256.8109324324324,,,,,,,,1,,0,1
Transportation,2022,5,271.4990352941177,,85,2022-05-01,261.7333176470588,,,,,,,,1,,0,1
Transportation,2022,6,279.9269540229885,,87,2022-06-01,271.4990352941177,,,,,,,,1,,0,1
Transportation,2022,7,271.0391379310345,,87,2022-07-01,279.9269540229885,,,,,,,,1,,0,1
Transportation,2022,8,261.7927294117647,,85,2022-08-01,271.0391379310345,,,,,,,,1,,0,1
Transportation,2022,9,254.20920689655173,,87,2022-09-01,261.7927294117647,,,,,,,,1,,0,1
Transportation,2022,10,257.9527586206896,,87,2022-10-01,254.20920689655173,,,,,,,,1,,0,1
Transportation,2022,11,255.06150574712643,,87,2022-11-01,257.9527586206896,,,,,,,,1,,0,1
Transportation,2022,12,244.16797701149426,,87,2022-12-01,255.06150574712643,,,,,,,,1,,0,1
Transportation,2023,1,248.40970068027212,3.366470588235294,147,2023-01-01,244.16797701149426,243.2,,,,0.0,0.0,1936.0,0,,0,0
Transportation,2023,2,253.06627586206898,-0.3637647058823527,145,2023-02-01,248.40970068027212,245.62607382550337,3.366470588235294,3.366470588235294,3.366470588235294,0.0,0.0,1936.0,0,,0,0
Transportation,2023,3,249.44392465753427,-2.276904761904762,146,2023-03-01,253.06627586206898,256.8109324324324,-0.3637647058823527,1.5013529411764706,1.5013529411764706,0.0,0.0,1936.0,0,,0,0
Transportation,2023,4,252.61414942528737,-2.8114117647058823,87,2023-04-01,249.44392465753427,261.7333176470588,-2.276904761904762,0.24193370681605972,0.24193370681605972,0.0,0.0,1936.0,0,,0,0
Transportation,2023,5,251.7242298850575,-5.458235294117647,87,2023-05-01,252.61414942528737,271.4990352941177,-2.8114117647058823,-1.817360410830999,-0.5214026610644258,0.0,0.0,1936.0,0,,0,0
Transportation,2023,6,252.24363218390803,-4.822470588235294,87,2023-06-01,251.7242298850575,279.9269540229885,-5.458235294117647,-3.5155172735760973,-1.50876918767507,0.0,0.0,1936.0,0,,0,0
Transportation,2023,7,252.4413908045977,-2.072,87,2023-07-01,252.24363218390803,271.0391379310345,-4.822470588235294,-4.364039215686275,-2.0610527544351074,0.0,0.0,1936.0,0,,0,0
Transportation,2023,8,258.8082068965517,1.599080459770115,87,2023-08-01,252.4413908045977,261.7927294117647,-2.072,-4.1175686274509795,-2.9674645191409894,0.0,0.0,1936.0,0,,0,0
Transportation,2023,9,260.02809195402295,0.9904597701149424,87,2023-09-01,258.8082068965517,254.20920689655173,1.599080459770115,-1.7651300428217265,-2.6403236581989113,0.0,0.0,1936.0,0,,0,0
Transportation,2023,10,259.57150588235294,0.12800000000000006,85,2023-10-01,260.02809195402295,257.9527586206896,0.9904597701149424,0.17251340996168574,-2.0957629028622944,0.0,0.0,1936.0,0,,0,0
Transportation,2023,11,253.67797647058825,1.2167058823529413,85,2023-11-01,259.57150588235294,255.06150574712643,0.12800000000000006,0.9058467432950191,-1.6058609420779806,0.0,0.0,1936.0,0,,0,0
Transportation,2023,12,249.22375294117649,-2.7288235294117644,85,2023-12-01,253.67797647058825,244.16797701149426,1.2167058823529413,0.7783885508226279,-0.49337074599954933,0.0,0.0,1936.0,0,,0,0
Transportation,2024,1,248.5253537414966,-1.3074712643678161,147,2024-01-01,249.22375294117649,248.40970068027212,-2.7288235294117644,-0.4613725490196077,-0.14442956952896102,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2024,2,251.99210416666665,-0.6005882352941176,144,2024-02-01,248.5253537414966,253.06627586206898,-1.3074712643678161,-0.9398629704755465,-0.0170081135902637,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2024,3,252.9333655172414,0.07418604651162793,145,2024-03-01,251.99210416666665,249.44392465753427,-0.6005882352941176,-1.5456276763578993,-0.3836195627676358,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2024,4,261.5860352941176,0.9352941176470588,85,2024-04-01,252.9333655172414,252.61414942528737,0.07418604651162793,-0.6112911510501019,-0.536331850034855,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2024,5,257.1032183908046,0.6962068965517242,87,2024-05-01,261.5860352941176,251.7242298850575,0.9352941176470588,0.13629730962152312,-0.40178283042701174,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2024,6,256.7285529411765,-0.721529411764706,85,2024-06-01,257.1032183908046,252.24363218390803,0.6962068965517242,0.5685623535701371,-0.48853266139388124,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2024,7,253.34941379310345,-1.7304597701149427,87,2024-07-01,256.7285529411765,252.4413908045977,-0.721529411764706,0.30332386747802575,-0.15398364178603816,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2024,8,252.73035714285712,-2.975833333333333,84,2024-08-01,253.34941379310345,258.8082068965517,-1.7304597701149427,-0.5852607617759747,-0.2244817260772259,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2024,9,249.01919540229883,-2.818735632183908,87,2024-09-01,252.73035714285712,260.02809195402295,-2.975833333333333,-1.8092741717376606,-0.6203559090837618,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2024,10,251.5477882352941,-1.5525882352941176,85,2024-10-01,249.01919540229883,259.57150588235294,-2.818735632183908,-2.5083429118773943,-1.1025095221996846,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2024,11,249.88608235294117,-0.38599999999999995,85,2024-11-01,251.5477882352941,253.67797647058825,-1.5525882352941176,-2.449052400270453,-1.5171565810232142,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2024,12,250.18764705882353,-2.1298823529411766,85,2024-12-01,249.88608235294117,249.22375294117649,-0.38599999999999995,-1.5857746224926752,-1.697524397115168,0.0,0.0,1936.0,0,0.0,0,0
Transportation,2025,1,251.87911034482758,0.3750588235294117,145,2025-01-01,250.18764705882353,248.5253537414966,-2.1298823529411766,-1.3561568627450982,-1.9322498873112464,,,,1,0.0,0,0
Transportation,2025,2,253.10648226950357,-1.2223529411764706,141,2025-02-01,251.87911034482758,251.99210416666665,0.3750588235294117,-0.7136078431372549,-1.5813301217038538,,,,1,0.0,0,0
Transportation,2025,3,251.66274468085106,-3.0749411764705883,141,2025-03-01,253.10648226950357,252.9333655172414,-1.2223529411764706,-0.9923921568627453,-1.2890833896777103,,,,1,0.0,0,0
Transportation,2025,4,248.35520930232556,-2.4338372093023257,86,2025-04-01,251.66274468085106,261.5860352941176,-3.0749411764705883,-1.3074117647058825,-1.33178431372549,,,,1,0.0,0,0
Transportation,2025,5,250.03297701149424,-1.444712643678161,87,2025-05-01,248.35520930232556,257.1032183908046,-2.4338372093023257,-2.2437104423164613,-1.4786591427268583,,,,1,0.0,0,0
Transportation,2025,6,250.2406896551724,-1.0039080459770116,87,2025-06-01,250.03297701149424,256.7285529411765,-1.444712643678161,-2.317830343150358,-1.655111250006552,,,,1,0.0,0,0
Transportation,2025,7,250.47858620689655,-0.14448275862068968,87,2025-07-01,250.2406896551724,253.34941379310345,-1.0039080459770116,-1.6274859663191663,-1.4674488655125242,,,,1,0.0,0,0
Transportation,2025,8,249.4665465116279,0.896860465116279,86,2025-08-01,250.47858620689655,252.73035714285712,-0.14448275862068968,-0.8643678160919542,-1.5540391292042077,,,,1,0.0,0,0
Transportation,2025,9,253.13852873563218,1.5224137931034485,87,2025-09-01,249.4665465116279,249.01919540229883,0.896860465116279,-0.08384344649380755,-1.2008368948220827,,,,1,0.0,0,0
Transportation,2025,10,236.2220625,1.1075,87,2025-10-01,253.13852873563218,251.5477882352941,1.5224137931034485,0.758263833199679,-0.4346110665597435,,,,1,0.0,0,0
Transportation,2025,11,233.72244047619049,1.7308333333333334,84,2025-11-01,236.2220625,249.88608235294117,1.1075,1.1755914194065757,0.15561180165731084,,,,1,0.0,0,0
Transportation,2025,12,245.59130232558138,-1.521279069767442,86,2025-12-01,233.72244047619049,250.18764705882353,1.7308333333333334,1.453582375478927,0.6848694644925599,,,,1,0.0,0,0
